community_id,community_size,dominant_experience_level,entry_accessibility,community_label,defining_skills,defining_responsibility_signals,confidence,level_agreement,access_agreement,label_agreement,overall_agreement,calls_used,top_title_keywords,raw_call_outputs,batch_id
490,27,senior,restricted_entry_point,AWS Sales Leadership,"['strategic pursuits', 'sales leadership', 'team management']","['lead a team', 'deliver results on an innovative sales strategy']",high,1.0,1.0,0.667,0.889,3,"director, sales, development, manager, client, partner, strategic, leader, head, business, technical, pursuits","[{""community_id"": 490, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""AWS Sales Leadership"", ""defining_skills"": [""strategic pursuits"", ""sales leadership"", ""team management""], ""defining_responsibility_signals"": [""lead a team"", ""deliver results on an innovative sales strategy""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 490, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""AWS Sales Leadership\"", \""defining_skills\"": [\""strategic pursuits\"", \""sales leadership\"", \""team management\""], \""defining_responsibility_signals\"": [\""lead a team\"", \""deliver results on an innovative sales strategy\""], \""confidence\"": \""high\""}""}, {""community_id"": 490, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""AWS Sales Leadership"", ""defining_skills"": [""strategic pursuits"", ""sales leadership"", ""team management""], ""defining_responsibility_signals"": [""lead a team"", ""deliver results on an innovative sales strategy""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 490, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""AWS Sales Leadership\"", \""defining_skills\"": [\""strategic pursuits\"", \""sales leadership\"", \""team management\""], \""defining_responsibility_signals\"": [\""lead a team\"", \""deliver results on an innovative sales strategy\""], \""confidence\"": \""high\""}""}, {""community_id"": 490, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""AWS Tech Partner Development"", ""defining_skills"": [""AWS"", ""strategic partnerships"", ""solution development""], ""defining_responsibility_signals"": [""drive C-level relationships"", ""launch joint solutions""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 490, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""AWS Tech Partner Development\"", \""defining_skills\"": [\""AWS\"", \""strategic partnerships\"", \""solution development\""], \""defining_responsibility_signals\"": [\""drive C-level relationships\"", \""launch joint solutions\""], \""confidence\"": \""high\""}""}]",20
491,27,mid,moderate_entry_barrier,IT Management,"['troubleshooting', 'hardware', 'software']","['lead team', 'provide solutions']",medium,1.0,1.0,0.667,0.889,3,"manager, project, information, technology, senior, technical, systems, administrator, planning, services, assistant, applications","[{""community_id"": 491, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IT Management"", ""defining_skills"": [""troubleshooting"", ""hardware"", ""software""], ""defining_responsibility_signals"": [""lead team"", ""provide solutions""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 491, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IT Management\"", \""defining_skills\"": [\""troubleshooting\"", \""hardware\"", \""software\""], \""defining_responsibility_signals\"": [\""lead team\"", \""provide solutions\""], \""confidence\"": \""medium\""}""}, {""community_id"": 491, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IT Management"", ""defining_skills"": [""information technology"", ""computer science"", ""leadership""], ""defining_responsibility_signals"": [""bring expertise and ideas"", ""hit the ground running""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 491, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IT Management\"", \""defining_skills\"": [\""information technology\"", \""computer science\"", \""leadership\""], \""defining_responsibility_signals\"": [\""bring expertise and ideas\"", \""hit the ground running\""], \""confidence\"": \""high\""}""}, {""community_id"": 491, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IT Systems Specialists"", ""defining_skills"": [""technical support"", ""computer networks"", ""ERP support""], ""defining_responsibility_signals"": [""resolve problems"", ""map business processes""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 491, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IT Systems Specialists\"", \""defining_skills\"": [\""technical support\"", \""computer networks\"", \""ERP support\""], \""defining_responsibility_signals\"": [\""resolve problems\"", \""map business processes\""], \""confidence\"": \""medium\""}""}]",20
492,27,junior,clear_entry_point,Food Service Rep,"['customer service', 'food handling', 'teamwork']","['work hard and have fun', 'welcome customers']",high,1.0,1.0,1.0,1.0,3,"service, bakery, food, rep, alliance, manager, san, antonio, overnight, customer, store, assistant","[{""community_id"": 492, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food Service Rep"", ""defining_skills"": [""customer service"", ""food handling"", ""teamwork""], ""defining_responsibility_signals"": [""welcome customers"", ""work hard and have fun""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 492, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food Service Rep\"", \""defining_skills\"": [\""customer service\"", \""food handling\"", \""teamwork\""], \""defining_responsibility_signals\"": [\""welcome customers\"", \""work hard and have fun\""], \""confidence\"": \""high\""}""}, {""community_id"": 492, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food Service Rep"", ""defining_skills"": [""customer service"", ""food handling"", ""teamwork""], ""defining_responsibility_signals"": [""welcome customers"", ""work hard and have fun""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 492, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food Service Rep\"", \""defining_skills\"": [\""customer service\"", \""food handling\"", \""teamwork\""], \""defining_responsibility_signals\"": [\""welcome customers\"", \""work hard and have fun\""], \""confidence\"": \""high\""}""}, {""community_id"": 492, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food Service Rep"", ""defining_skills"": [""customer service"", ""food handling"", ""retail experience""], ""defining_responsibility_signals"": [""provide customer service"", ""work hard and have fun""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 492, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food Service Rep\"", \""defining_skills\"": [\""customer service\"", \""food handling\"", \""retail experience\""], \""defining_responsibility_signals\"": [\""provide customer service\"", \""work hard and have fun\""], \""confidence\"": \""high\""}""}]",20
493,27,mid,moderate_entry_barrier,Software Engineer,"['cloud', 'automation', 'salesforce']","['lead', 'architect']",high,1.0,1.0,1.0,1.0,3,"lead, engineer, software, cloud, stack, architect, technical, automation, platform, systems, salesforce, net","[{""community_id"": 493, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Software Engineer"", ""defining_skills"": [""cloud"", ""automation"", ""salesforce""], ""defining_responsibility_signals"": [""lead"", ""architect""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 493, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Software Engineer\"", \""defining_skills\"": [\""cloud\"", \""automation\"", \""salesforce\""], \""defining_responsibility_signals\"": [\""lead\"", \""architect\""], \""confidence\"": \""high\""}""}, {""community_id"": 493, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Software Engineer"", ""defining_skills"": [""cloud"", ""automation"", ""salesforce""], ""defining_responsibility_signals"": [""lead"", ""architect""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 493, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Software Engineer\"", \""defining_skills\"": [\""cloud\"", \""automation\"", \""salesforce\""], \""defining_responsibility_signals\"": [\""lead\"", \""architect\""], \""confidence\"": \""high\""}""}, {""community_id"": 493, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Software Engineer"", ""defining_skills"": [""cloud"", ""automation"", ""platform""], ""defining_responsibility_signals"": [""lead complex initiatives"", ""develop companywide standards""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 493, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Software Engineer\"", \""defining_skills\"": [\""cloud\"", \""automation\"", \""platform\""], \""defining_responsibility_signals\"": [\""lead complex initiatives\"", \""develop companywide standards\""], \""confidence\"": \""high\""}""}]",20
494,27,senior,restricted_entry_point,Senior Application Developers,"['Oracle', 'ServiceNow', 'Cloud Integration']","['lead technical teams', 'product ownership']",high,0.667,0.667,0.333,0.556,3,"developer, oracle, senior, servicenow, cloud, integration, consultant, engineer, erp, architect, administrator, functional","[{""community_id"": 494, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Senior Application Developers"", ""defining_skills"": [""Oracle"", ""ServiceNow"", ""Cloud Integration""], ""defining_responsibility_signals"": [""lead technical teams"", ""product ownership""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 494, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Senior Application Developers\"", \""defining_skills\"": [\""Oracle\"", \""ServiceNow\"", \""Cloud Integration\""], \""defining_responsibility_signals\"": [\""lead technical teams\"", \""product ownership\""], \""confidence\"": \""high\""}""}, {""community_id"": 494, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Oracle Cloud Consultants"", ""defining_skills"": [""OIM development"", ""identity management"", ""SOA""], ""defining_responsibility_signals"": [""hands-on"", ""troubleshooting""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 494, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Oracle Cloud Consultants\"", \""defining_skills\"": [\""OIM development\"", \""identity management\"", \""SOA\""], \""defining_responsibility_signals\"": [\""hands-on\"", \""troubleshooting\""], \""confidence\"": \""high\""}""}, {""community_id"": 494, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Senior Integration Developers"", ""defining_skills"": [""Talend ESB"", ""Integration Processes"", ""ETL Design""], ""defining_responsibility_signals"": [""Leading ETL Design and Implementation"", ""Optimizing Integration Processes""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 494, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Senior Integration Developers\"", \""defining_skills\"": [\""Talend ESB\"", \""Integration Processes\"", \""ETL Design\""], \""defining_responsibility_signals\"": [\""Leading ETL Design and Implementation\"", \""Optimizing Integration Processes\""], \""confidence\"": \""high\""}""}]",20
495,27,junior,clear_entry_point,Hannaford Shopper,"['stocking', 'customer service', 'produce handling']","['following established procedures', 'working under supervision']",high,1.0,1.0,0.667,0.889,3,"sales, hannaford, shopper, produce, meat, market, stock, crew, nights, hourly, seasonal, seafood","[{""community_id"": 495, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hannaford Shopper"", ""defining_skills"": [""stocking"", ""customer service"", ""produce handling""], ""defining_responsibility_signals"": [""following established procedures"", ""working under supervision""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 495, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hannaford Shopper\"", \""defining_skills\"": [\""stocking\"", \""customer service\"", \""produce handling\""], \""defining_responsibility_signals\"": [\""following established procedures\"", \""working under supervision\""], \""confidence\"": \""high\""}""}, {""community_id"": 495, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hannaford Shopper"", ""defining_skills"": [""stocking"", ""produce handling"", ""customer service""], ""defining_responsibility_signals"": [""following established procedures"", ""working under supervision""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 495, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hannaford Shopper\"", \""defining_skills\"": [\""stocking\"", \""produce handling\"", \""customer service\""], \""defining_responsibility_signals\"": [\""following established procedures\"", \""working under supervision\""], \""confidence\"": \""high\""}""}, {""community_id"": 495, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hannaford Produce Sales"", ""defining_skills"": [""produce sales"", ""stocking"", ""customer service""], ""defining_responsibility_signals"": [""addressing customer needs"", ""maintaining store inventory""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 495, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hannaford Produce Sales\"", \""defining_skills\"": [\""produce sales\"", \""stocking\"", \""customer service\""], \""defining_responsibility_signals\"": [\""addressing customer needs\"", \""maintaining store inventory\""], \""confidence\"": \""high\""}""}]",20
496,27,junior,clear_entry_point,Loan Officer Community,"['loan processing', 'customer service', 'sales']","['assist customers', 'meet sales targets']",medium,1.0,1.0,0.667,0.889,3,"loan, sales, consumer, officer, specialist, representative, mortgage, operations, entry, service, career, changers","[{""community_id"": 496, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Loan Officer Community"", ""defining_skills"": [""loan processing"", ""customer service"", ""sales""], ""defining_responsibility_signals"": [""assist customers"", ""meet sales targets""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 496, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Loan Officer Community\"", \""defining_skills\"": [\""loan processing\"", \""customer service\"", \""sales\""], \""defining_responsibility_signals\"": [\""assist customers\"", \""meet sales targets\""], \""confidence\"": \""medium\""}""}, {""community_id"": 496, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Loan Officer Community"", ""defining_skills"": [""loan processing"", ""customer service"", ""sales""], ""defining_responsibility_signals"": [""provide customer service"", ""process loan applications""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 496, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Loan Officer Community\"", \""defining_skills\"": [\""loan processing\"", \""customer service\"", \""sales\""], \""defining_responsibility_signals\"": [\""provide customer service\"", \""process loan applications\""], \""confidence\"": \""medium\""}""}, {""community_id"": 496, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Loan Fulfillment Specialists"", ""defining_skills"": [""loan core system"", ""consumer loans"", ""real estate loans""], ""defining_responsibility_signals"": [""act as subject matter expert"", ""liaise with business units""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 496, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Loan Fulfillment Specialists\"", \""defining_skills\"": [\""loan core system\"", \""consumer loans\"", \""real estate loans\""], \""defining_responsibility_signals\"": [\""act as subject matter expert\"", \""liaise with business units\""], \""confidence\"": \""medium\""}""}]",20
497,27,junior,clear_entry_point,Machine Operator,"['machine operation', 'shift work', 'extrusion']","['execute assigned tasks', 'follow established procedures']",high,1.0,1.0,0.333,0.778,3,"operator, production, shift, day, machine, plant, weekend, mill, manufacturing, press, all, shifts","[{""community_id"": 497, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Machine Operator"", ""defining_skills"": [""machine operation"", ""extrusion"", ""plastics manufacturing""], ""defining_responsibility_signals"": [""operate machines"", ""night shifts""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 497, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Machine Operator\"", \""defining_skills\"": [\""machine operation\"", \""extrusion\"", \""plastics manufacturing\""], \""defining_responsibility_signals\"": [\""operate machines\"", \""night shifts\""], \""confidence\"": \""high\""}""}, {""community_id"": 497, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Production Operators"", ""defining_skills"": [""machine operation"", ""shift work"", ""industrial processes""], ""defining_responsibility_signals"": [""execute assigned tasks"", ""follow established procedures""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 497, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Production Operators\"", \""defining_skills\"": [\""machine operation\"", \""shift work\"", \""industrial processes\""], \""defining_responsibility_signals\"": [\""execute assigned tasks\"", \""follow established procedures\""], \""confidence\"": \""high\""}""}, {""community_id"": 497, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Press Operator"", ""defining_skills"": [""machine operation"", ""production"", ""shift work""], ""defining_responsibility_signals"": [""execute assigned tasks"", ""follow established procedures""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 497, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Press Operator\"", \""defining_skills\"": [\""machine operation\"", \""production\"", \""shift work\""], \""defining_responsibility_signals\"": [\""execute assigned tasks\"", \""follow established procedures\""], \""confidence\"": \""high\""}""}]",20
498,27,mid,moderate_entry_barrier,Collateralized Loan Obligations Analysts,"['investment banking', 'collateralized loan obligations', 'clos']","['analyst', 'financial company']",medium,1.0,1.0,0.333,0.778,3,"analyst, operations, treasury, specialist, loan, syndicated, compliance, equity, collateralized, obligations, clos, loans","[{""community_id"": 498, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Collateralized Loan Obligations Analysts"", ""defining_skills"": [""collateralized loan obligations"", ""clos"", ""syndicated loans""], ""defining_responsibility_signals"": [""analyst"", ""financial company""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 498, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Collateralized Loan Obligations Analysts\"", \""defining_skills\"": [\""collateralized loan obligations\"", \""clos\"", \""syndicated loans\""], \""defining_responsibility_signals\"": [\""analyst\"", \""financial company\""], \""confidence\"": \""medium\""}""}, {""community_id"": 498, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Syndicated Finance Analysts"", ""defining_skills"": [""syndicated"", ""leveraged finance"", ""investment banking""], ""defining_responsibility_signals"": [""analyze"", ""report""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 498, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Syndicated Finance Analysts\"", \""defining_skills\"": [\""syndicated\"", \""leveraged finance\"", \""investment banking\""], \""defining_responsibility_signals\"": [\""analyze\"", \""report\""], \""confidence\"": \""medium\""}""}, {""community_id"": 498, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Investment Banking Analyst"", ""defining_skills"": [""investment banking"", ""capital markets"", ""corporate clients""], ""defining_responsibility_signals"": [""join capital markets team"", ""work in-office""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 498, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Investment Banking Analyst\"", \""defining_skills\"": [\""investment banking\"", \""capital markets\"", \""corporate clients\""], \""defining_responsibility_signals\"": [\""join capital markets team\"", \""work in-office\""], \""confidence\"": \""high\""}""}]",20
499,27,junior,clear_entry_point,Respiratory Therapists,"['respiratory therapy', 'RRT', 'acute care']","['full-time', 'nights']",high,1.0,1.0,1.0,1.0,3,"respiratory, therapist, registered, care, practitioner, travel, rrt, tuomey, ocala, sign, relo, new","[{""community_id"": 499, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Respiratory Therapists"", ""defining_skills"": [""respiratory therapy"", ""RRT"", ""acute care""], ""defining_responsibility_signals"": [""full-time"", ""nights""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 499, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Respiratory Therapists\"", \""defining_skills\"": [\""respiratory therapy\"", \""RRT\"", \""acute care\""], \""defining_responsibility_signals\"": [\""full-time\"", \""nights\""], \""confidence\"": \""high\""}""}, {""community_id"": 499, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Respiratory Therapists"", ""defining_skills"": [""respiratory therapy"", ""RRT"", ""acute care""], ""defining_responsibility_signals"": [""join a new team"", ""work directly with an acute care hospital""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 499, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Respiratory Therapists\"", \""defining_skills\"": [\""respiratory therapy\"", \""RRT\"", \""acute care\""], \""defining_responsibility_signals\"": [\""join a new team\"", \""work directly with an acute care hospital\""], \""confidence\"": \""high\""}""}, {""community_id"": 499, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Respiratory Therapists"", ""defining_skills"": [""respiratory care"", ""AMA approved school"", ""shift work""], ""defining_responsibility_signals"": [""floating among departments"", ""direct hires""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 499, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Respiratory Therapists\"", \""defining_skills\"": [\""respiratory care\"", \""AMA approved school\"", \""shift work\""], \""defining_responsibility_signals\"": [\""floating among departments\"", \""direct hires\""], \""confidence\"": \""medium\""}""}]",20
500,27,mid,moderate_entry_barrier,Marketing Program Managers,"['paid search', 'digital marketing', 'SEM']","['drive paid search programs', 'instrumental role']",high,1.0,1.0,0.333,0.778,3,"manager, marketing, digital, senior, paid, advertising, search, media, liaison, program, product, engine","[{""community_id"": 500, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Marketing Program Managers"", ""defining_skills"": [""paid search"", ""SEM"", ""digital marketing""], ""defining_responsibility_signals"": [""drive paid search programs"", ""instrumental role""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 500, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Marketing Program Managers\"", \""defining_skills\"": [\""paid search\"", \""SEM\"", \""digital marketing\""], \""defining_responsibility_signals\"": [\""drive paid search programs\"", \""instrumental role\""], \""confidence\"": \""high\""}""}, {""community_id"": 500, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Paid Search Channel Manager"", ""defining_skills"": [""paid search"", ""digital marketing"", ""customer acquisition""], ""defining_responsibility_signals"": [""support business growth"", ""report to VP""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 500, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Paid Search Channel Manager\"", \""defining_skills\"": [\""paid search\"", \""digital marketing\"", \""customer acquisition\""], \""defining_responsibility_signals\"": [\""support business growth\"", \""report to VP\""], \""confidence\"": \""high\""}""}, {""community_id"": 500, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Digital Marketing"", ""defining_skills"": [""Google Ads"", ""LinkedIn"", ""Salesforce""], ""defining_responsibility_signals"": [""develop digital marketing campaigns"", ""implement across digital marketing platforms""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 500, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Digital Marketing\"", \""defining_skills\"": [\""Google Ads\"", \""LinkedIn\"", \""Salesforce\""], \""defining_responsibility_signals\"": [\""develop digital marketing campaigns\"", \""implement across digital marketing platforms\""], \""confidence\"": \""medium\""}""}]",21
